image_url,korean_specifications
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgzKjcsQYo-tKo6wYwoAY4oAY!400x400.jpg," 205x50mm-B1 产品型号： AGV205X50B1ALCPU120703 轮子直径： 205mm 轮子宽度： 50mm 胎面材质： 聚氨酯 JPY002 胎面硬度： 邵氏 75A±3 胎面颜色： 棕色 轮芯材质： 铝合金 产品负载： 450kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 AGV聚氨酯驱动轮 聚氨酯胎面咬花,增大摩擦力,行驶不易打滑。铝合金轮毂，质量轻度强度高,AGV行驶更节能省力。 性能： 定制： 防腐蚀   :    ★ ★ ★ ★ ☆                       ▶ 安装方式可定制 静音     ：   ★ ★ ★ ★ ★                       ▶ 颜色可定制 防滑     ：   ★ ★ ★ ★ ☆                       ▶ 胎面硬度可定制 耐磨     ：   ★ ★ ★ ★ ★ 耐油性 :    ★ ★ ★ ☆ ☆ - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgj76orQYoxpfu0gYwoAY4oAY!400x400.jpg, 250x40mm-B1 产品型号： AGV250X40B1ALCPU110104 轮子直径： 250mm 轮子宽度： 40mm 胎面硬度： 邵氏 93A±3 胎面颜色： 黑色 轮芯材质： 铝合金 产品负载： 500kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 AGV聚氨酯驱动轮 低硬度高承载，摩擦力大抓地力强。轮面聚氨酯材质，行驶静音耐磨损。铝合金 轮毂，质量轻强度高。 性能： 定制： 防腐蚀   :    ★ ★ ★ ★ ☆                       ▶ 安装方式可定制 静音     ：   ★ ★ ★ ★ ★                       ▶ 颜色可定制 防滑     ：   ★ ★ ★ ★ ☆                       ▶ 胎面硬度可定制 耐磨     ：   ★ ★ ★ ★ ★ 耐油性 :    ★ ★ ★ ☆ ☆ - KOREAN TRANSLATED
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgj7_drQYooIqm6wIwoAY4oAY!400x400.jpg," JQR094-C 轮子直径： 250mm 轮子宽度： 100x2mm 胎面材质： 聚氨酯 JPZK03 胎面硬度： 邵氏 93A±3 胎面颜色： 棕色 支架材质： 碳钢 轮芯材质： 45号钢 产品负载： 5400kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 双回转从动轮： 原地转向，可将传统万向旋转直径缩小为零转动灵活性不变，转向不跑偏，彻底消除设备转向所带来的摆尾跑出磁条导航现象。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                           ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ★ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 旋转 半径 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 10 "" 平板万向 JQR09410-250*100X2CCPU070202 250 100X2 420 227.5 250X250 190X190 22 5400 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAg0OadrQYo2bONzAMwoAY4oAY!400x400.jpg," JQR082 轮子直径： 80mm 轮子宽度： 35x2mm 胎面材质： 聚氨酯 JPZK03 胎面硬度： 邵氏 75A/83A/93A±3 胎面颜色： 白色 支架材质： 冲压型钢板 轮芯材质： 铝合金 产品负载： 180~400kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 双轮重载从动轮： 双轮差速从动轮，原地转向更灵活。头部双轴承，平面轴承与深沟球限位轴承组合，既能承受垂直压力，又能抗扭力、冲击力。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                           ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ★ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 旋转 半径 (mm) 丝杆 尺寸 (mm) 载重 (kgs) 产品 重量 （kg） 3.15 "" 丝杆万向 JQR08230-80*35X2ALCPU030202 80 35X2 109.5 142.5 M20X30 400 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAg7L7IoQYoiJS5cDCgBjigBg!400x400.jpg, 28x22mm 产品型号： AGV28x22B1ALCPU110102 轮子直径： 28mm 轮子宽度： 22mm 胎面材质： 聚氨酯 JPZK03 胎面硬度： 邵氏 80A±3 胎面颜色： 黑色 轮芯材质： 铝合金 产品负载： 15kgs 行走速度： 5.4 km/h 轴承型号： 628/8 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 微型聚氨酯驱动轮 重量轻AGV行驶节能省力，体型小节约安装空间。聚氨酯胎面耐磨损，行驶静音不留痕。 铝合金轮毂质量轻强度高。 性能： 定制： 防腐蚀   :    ★ ★ ★ ★ ☆                       ▶ 安装方式可定制 静音     ：   ★ ★ ★ ★ ★                       ▶ 颜色可定制 防滑     ：   ★ ★ ★ ★ ☆                       ▶ 胎面硬度可定制 耐磨     ：   ★ ★ ★ ★ ★ 耐油性 :    ★ ★ ★ ☆ ☆ 28X22-PDF资料 下载 28x22-CAD图纸 下载 28x22-3D图纸 下载 - KOREAN TRANSLATED
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgp9CcrQYottCERDCgBjigBg!400x400.jpg," SS052 轮子直径： 50~100mm 轮子宽度： 23x2mm 胎面材质： 聚氨酯 JPZK03 胎面硬度： 邵氏 83A/93A±3 胎面颜色： 黑色 支架材质： 冲压不锈钢板 轮芯材质： 铝合金 产品负载： 150~200kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 中型平板双轮系列： 支架头部平面压力轴承与深沟球限位轴承组合，既能承受垂直压力，又能抗扭力、抗冲击。轮片内外两侧防缠绕包裹式设计，贴合支架，盖子内嵌金属轴套，精度高，抗扭力强。双轮差速，原地转向更灵活。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                            ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ★                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ★ ★ 规格： 尺寸 安装方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 旋转 半径 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 2 "" 平板万向 JQR05210-50*25X2ALCPU010201(FCR) 50 25X2 85 55 110X85 86X60 8.5 150 2.5 "" JQR05210-65*25X2ALCPU010201 (FCR) 65 25X2 100 56 110X85 86X60 8.5 170 3 "" JQR05210-75*23X2ALCPU010201 (FCR) 75 23X2 107 63 110X85 86X60 8.5 180 1.3 4 "" JQR05210-100*23X2ALCPU010201 (FCR) 100 23X2 130 80 110X85 86X60 8.5 200 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgypWqqAYo0PPz9QYwoAY4oAY!400x400.jpg," JQR042C 轮子直径： 65mm 轮子宽度： 25x2mm 胎面材质： 聚氨酯 JPZK03 胎面硬度： 邵氏 93A±3 胎面颜色： 黑色 支架材质： 冲压型钢板 轮芯材质： 45号钢 产品负载： 300kgs 行走速度： 5.4 km/h 轴承型号： 6202 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 中轻型双轮系列： 转向机构内置精密轴承使用更平顺，AGV节能省力。支架电泳工艺，镀膜厚度均匀附着能力强，耐腐蚀性好。双轮结构，原地转向灵活。 性能： 定制： 防腐蚀：★ ★ ★ ★ ☆                                             ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ★                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ☆ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽(mm) 高度 (mm) 旋转 半径 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 2.5 "" 平板万向 JQR04210-65*25X2CCPU010201 65 25X2 87 52 100X80 80X60 8.7 300 1.3 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAg0eT2sQYo_sH_AjCgBjigBg!400x400.jpg, 110x26mm-B3 产品型号： AGV110X26B3SSCPU040108 轮子直径： 110mm 轮子宽度： 26mm 胎面材质： 聚氨酯 胎面硬度： 邵氏 90A±3 胎面颜色： 黑色 轮芯材质： 不锈钢 产品负载： 100kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C 产品重量： 0.55kg   产品参数 尺寸图 资料下载 管道机器人驱动轮 单边圆弧设计贴合管道，增加受力点与摩擦力。表面防滑纹理，适用于各类管道场景。 性能： 定制： 防腐蚀   :    ★ ★ ★ ★ ☆                       ▶ 安装方式可定制 静音     ：   ★ ★ ★ ☆ ☆                       ▶ 颜色可定制 防滑     ：   ★ ★ ★ ★ ★                       ▶ 胎面硬度可定制 耐磨     ：   ★ ★ ★ ★ ☆ 耐油性 :    ★ ★ ★ ☆ ☆ - KOREAN TRANSLATED
http://25412776.s21i.faiusr.com/2/ABUIABACGAAg8oCerQYor56a7QUwoAY4oAY!400x400.jpg, 48.5x4.1mm 产品型号： 48.5X4.1PPIPU110300 轮子直径： 48.5mm 轮子宽度： 4.1mm 胎面材质： 聚氨酯 JPZK01 胎面硬度： 邵氏 85A±3 胎面颜色： 白色 轮芯材质： 塑料 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 无痕玻璃靠轮 聚氨酯胎面，划过玻璃不留痕。摩擦力大不易打滑，低硬度不划伤玻璃。体型小巧，节约空间。 性能： 定制： 防腐蚀   :    ★ ★ ★ ★ ☆                       ▶ 安装方式可定制 静音     ：   ★ ★ ★ ★ ★                       ▶ 颜色可定制 防滑     ：   ★ ★ ★ ★ ☆                       ▶ 胎面硬度可定制 耐磨     ：   ★ ★ ★ ★ ★ 耐油性 :    ★ ★ ★ ☆ ☆ - KOREAN TRANSLATED
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgneuhrQYo3YzgvAcwoAY4oAY!400x400.jpg, 50x32mm 产品型号： AGV50X32B1ALCPU110102 轮子直径： 50mm 轮子宽度： 32mm 胎面硬度： 邵氏 93A±3 胎面颜色： 黑色 轮芯材质： 铝合金 产品负载： 100kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C 产品重量： 0.12kg   产品参数 尺寸图 资料下载 微型聚氨酯驱动轮 重量轻AGV行驶节能省力，体型小节约安装空间。聚氨酯胎面耐磨损，行驶静音不留痕。 铝合金轮毂质量轻强度高。 性能： 定制： 防腐蚀   :    ★ ★ ★ ★ ☆                       ▶ 安装方式可定制 静音     ：   ★ ★ ★ ★ ★                       ▶ 颜色可定制 防滑     ：   ★ ★ ★ ★ ☆                       ▶ 胎面硬度可定制 耐磨     ：   ★ ★ ★ ★ ★ 耐油性 :    ★ ★ ★ ☆ ☆ - KOREAN TRANSLATED
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgt76jtAYos7jrnAEwoAY4oAY!400x400.jpg," 60x20mm-B2 产品型号： AGV60X20B2ALCPU110701 轮子直径： 60mm 轮子宽度： 20mm 胎面材质： 聚氨酯 胎面硬度： 邵氏 93A±3 胎面颜色： 棕色 轮芯材质： 铝合金 产品负载： 30kgs 行走速度： 5.4 km/h 轴承型号： 6202Z 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 轻型聚氨酯驱动轮 重量轻AGV行驶节能省力,体型小节约内部空间.聚氨酯胎面耐磨损,行驶静音不留痕， 铝合金轮毂质量轻强度高 。 性能： 定制： 防腐蚀   :    ★ ★ ★ ★ ☆                       ▶ 安装方式可定制 静音     ：   ★ ★ ★ ★ ★                       ▶ 颜色可定制 防滑     ：   ★ ★ ★ ★ ★                       ▶ 胎面硬度可定制 耐磨     ：   ★ ★ ★ ★ ★ 耐油性 :    ★ ★ ★ ☆ ☆ - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgm6zOoQYowIn-pQYwoAY4oAY!400x400.jpg," 125x38mm-B2 产品型号： AGV125X38B2ALCPU010103 轮子直径： 125mm 轮子宽度： 38mm 胎面材质： 聚氨酯 JPY002 胎面硬度： 邵氏 80A±3 胎面颜色： 黑色 轮芯材质： 铝合金 产品负载： 250kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 AGV聚氨酯驱动轮 聚氨酯胎面咬花,增大摩擦力,行驶不易打滑。铝合金轮毂，质量轻度强度高,AGV行驶更节能省力。 性能： 定制： 防腐蚀   :    ★ ★ ★ ★ ☆                       ▶ 安装方式可定制 静音     ：   ★ ★ ★ ★ ★                       ▶ 颜色可定制 防滑     ：   ★ ★ ★ ★ ☆                       ▶ 胎面硬度可定制 耐磨     ：   ★ ★ ★ ★ ★ 耐油性 :    ★ ★ ★ ☆ ☆ - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgnK_SuAYogLDO4AYwoAY4oAY!400x400.jpg," JQR040 产品型号： JQR04070-100x25x2CCPU070202A 轮子直径： 100mm 轮子宽度： 25x2mm 胎面材质： 聚氨酯 胎面硬度： 邵氏93A±3 胎面颜色： 棕色 支架材质： 冲压型钢板 轮芯材质： 铝合金 产品负载： 350kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C 产品重量： 1.5kg   产品参数 尺寸图 资料下载 中轻型双轮系列： 转向机构内置精密轴承使用更平顺，拥有超强的承载能力，更坚固。支架电泳工艺，镀膜厚度均匀附着能力强，耐腐蚀性好。双轮结构，原地转向灵活。 性能： 定制： 防腐蚀：★ ★ ★ ★ ☆                                             ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆ ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ☆ ☆ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽(mm) 高度 (mm) 旋转 半径 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 4 "" 平板万向 JQR04070-100x25x2CCPU070202A 100 25X2 128 85.25 ∮90 / 12 350 1.5 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAg4v3XqQYogMzAzwQwoAY4oAY!400x400.jpg, 110x42mm-B1 产品型号： AGV110X42B1CCPU110703 轮子直径： 110mm 轮子宽度： 42mm 胎面材质： 聚氨酯 JPZK03 胎面硬度： 邵氏 93A±3 胎面颜色： 棕色 轮芯材质： 中碳 产品负载： 500kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C 产品重量： 0.75kg   产品参数 尺寸图 资料下载 AGV聚氨酯驱动轮 低硬度高承载，摩擦力大抓地力强。轮面聚氨酯材质，行驶静音耐磨损。铝合金 轮毂，质量轻强度高。 性能： 定制： 防腐蚀   :    ★ ★ ★ ★ ☆                       ▶ 安装方式可定制 静音     ：   ★ ★ ★ ★ ★                       ▶ 颜色可定制 防滑     ：   ★ ★ ★ ☆ ☆                       ▶ 胎面硬度可定制 耐磨     ：   ★ ★ ★ ★ ★ 耐油性 :    ★ ★ ★ ☆ ☆ - KOREAN TRANSLATED
http://25412776.s21i.faiusr.com/2/ABUIABACGAAg263OoQYouOfEngEwoAY4oAY!400x400.jpg," 160x40mm-B2 产品型号： AGV160X40B2ALCPU110103 轮子直径： 160mm 轮子宽度： 40mm 胎面材质： 聚氨酯 JPM009 胎面硬度： 邵氏 80A±3 胎面颜色： 黑色 轮芯材质： 铝合金 产品负载： 300kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 AGV聚氨酯驱动轮 聚氨酯胎面咬花,增大摩擦力,行驶不易打滑。铝合金轮毂，质量轻度强度高,AGV行驶更节能省力。 性能： 定制： 防腐蚀   :    ★ ★ ★ ★ ☆                       ▶ 安装方式可定制 静音     ：   ★ ★ ★ ★ ★                       ▶ 颜色可定制 防滑     ：   ★ ★ ★ ★ ☆                       ▶ 胎面硬度可定制 耐磨     ：   ★ ★ ★ ★ ★ 耐油性 :    ★ ★ ★ ☆ ☆ - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgoPecrQYomtPqzgMwoAY4oAY!400x400.jpg," JQR082 轮子直径： 75~200mm 轮子宽度： 35x2mm 胎面材质： 聚氨酯 JPZK03 胎面硬度： 邵氏 93A±3 胎面颜色： 白色 支架材质： 冲压型钢板 轮芯材质： 45号钢 产品负载： 500~700kgs 行走速度： 5.4 km/h 轴承型号： 6023 使用温度： -25°C~+70°C 电阻系数： 10∧7~10∧9 Ω   产品参数 尺寸图 资料下载 双轮重载从动轮： 双轮差速从动轮，原地转向更灵活。头部双轴承，平面轴承与深沟球限位轴承组合，既能承受垂直压力，又能抗扭力、冲击力。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                           ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ★ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 旋转 半径 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kgs） 3 "" 平板万向 JQR08210-75*35X2CCPU020202 75 35x2 115 74 110X100 85X75 11 500 4 "" JQR08210-100*35X2CCPU020202 100 35X2 141 82 110X100 85X75 11 550 5 "" JQR08210-125*35X2CCPU020202 125 35X2 165 105 110X100 85X75 11 600 6 "" JQR08210-150*35X2CCPU020202 150 35X2 190 113 110X100 85X75 11 650 8 "" JQR08210-200*35X2CCPU020202 200 35X2 240 140 110X100 85X75 11 700 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgiuW6uQYokK7n6gMw3BE43BE!400x400.jpg, 麦克纳姆轮单轮66.5*160 轮子直径： 66.5mm 轮子宽度： 160mm 胎面材质： 聚氨酯 JPZK03 胎面硬度： 邵氏 93A±3 胎面颜色： 黑色 轮芯材质： 45号钢 产品负载： 750kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C 产品重量： 1.5kg   产品参数 尺寸图 资料下载 麦克纳姆轮单轮 45号钢芯调质，精心计算模拟并实际测试的圆弧设计，转向顺滑无顿挫。采用先进的真空 一体成型包胶工艺， 承载力、附着力及耐久性更强。 性能： 定制： 防腐蚀   :    ★ ★ ★ ★ ☆                       ▶ 安装方式可定制 静音     ：   ★ ★ ★ ★ ★                       ▶ 颜色可定制 防滑     ：   ★ ★ ★ ★ ☆                       ▶ 胎面硬度可定制 耐磨     ：   ★ ★ ★ ★ ★ 耐油性 :    ★ ★ ★ ☆ ☆ - KOREAN TRANSLATED
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgmqLDoQYooLrGxAIwoAY4oAY!400x400.jpg," JQR062/B1 轮子直径： 76~127mm 轮子宽度： 27.5x2mm 胎面材质： 聚氨酯 JPZK03 胎面硬度： 邵氏 93A±3 胎面颜色： 黑色 支架材质： 冲压型钢板 镀锌 轮芯材质： 铝芯双轴承 产品负载： 400~500kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 重载差速从动轮： 结实的钢结构支架，双轮差速从动轮，原地转向更灵活。头部平面轴承与深沟球限位轴承组合，既能承受垂直压力，又能抗扭力、抗冲击力、高承载。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                           ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ☆ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 旋转 半径 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kgs） 3 "" 平板万向 JQR06210-76*27.5X2ALCPU010202 （FCR） 76 27.5X2 115.5 64 110X100 85X75 11 400 4 "" JQR06210-100*27.5X2ALCPU010202 （FCR） 100 27.5X2 138.5 82 110X100 85X75 11 450 5 "" JQR06210-127*27.5X2ALCPU010202 （FCR） 127 27.5X2 165.5 105 110X100 85X75 11 500 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAghoKdrQYogYeI6gQwoAY4oAY!400x400.jpg," JQR062/A4 轮子直径： 65~125mm 轮子宽度： 30x2mm 胎面硬度： 邵氏 93A±3 胎面颜色： 白色 支架材质： 冲压型钢板 轮芯材质： 铝合金 产品负载： 350~500kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C 电阻系数： 10∧7~10∧9 Ω   产品参数 尺寸图 资料下载 AGV重载从动轮： 双轮差速从动轮，原地转向更灵活。头部双轴承，平面轴承与深沟球限位轴承组合，既能承受垂直压力，又能抗扭力、冲击力。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                           ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ☆ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 旋转 半径 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 2.5 "" 平板万向 JQR06210-65*30X2ALCPU030202（FCR） 65 30X2 100 58 110X85/ 110X100 85X75/ 86X60/ 78X78 8.5 350 3 "" JQR06210-75*30X2ALCPU030202 （FCR） 75 30X2 109 64 8.5 400 3 "" JQR06210-76.5*30X2ALCPU030202 （FCR） 76.5 30X2 110 64 8.5 400 3.15 "" JQR06210-80*30X2ALCPU030202 （FCR） 80 30X2 111 64 10.5 400 4 "" JQR06210-100*30X2ALCPU030202 （FCR） 100 30X2 132 82 8.5 350 5"" JQR06210-125*30X2ALCPU030202 （FCR） 125 30X2 158 105 8.5 350 - KOREAN TRANSLATED"
http://25412776.s142i.faiusr.com/2/AI4BCKiJjwwQAhgAIJ-fo6kGKPac9sADMLgIOKAL.jpg, JQR043 轮子直径： 75~80mm 轮子宽度： 30mm 胎面材质： 聚氨酯 JPZK01 胎面硬度： 邵氏 80A±3 胎面颜色： 黑色/棕色 支架材质： 冲压型钢板 轮芯材质： 铝芯双轴承 产品负载： 150kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 中轻型系列： 转向机构内置精密轴承使用更平顺，AGV节能省力。外嵌金属防护罩，美观耐用。支架电泳工艺，镀膜厚度均匀附着能力强，耐腐蚀性好。 性能： 定制： 防腐蚀：★ ★ ★ ★ ☆                                             ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ★                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ☆ ☆ 规格： 尺寸 安装方式 产品 型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 旋转 半径 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 3 ” 平板万向 JQR04310-75*30ALCPU070102 75 30 97 71.5 95x80 75x60 8.7 130 0.994 3.15” JQR04310-80*30ALCPU070102 80 30 102 74 100X80 80X60 8.7 150 JQR 043-3寸PDF资料 载 下 JQR043-3寸3D图纸 载 下 JQR043-3.15寸PDF资料 载 下 JQR043-3.15寸3D图纸 载下 - KOREAN TRANSLATED
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgyZqLvgYooNvatgIwoAY4oAY!400x400.jpg," JQR092-EC 产品型号： JQR09210-150X50X2ALCPU010202(EC) 轮子直径： 150mm 轮子宽度： 50x2mm 胎面材质： 聚氨酯 JPY003 胎面硬度： 邵氏93A±3 胎面颜色： 黑色 支架材质： 冲压型钢板 轮芯材质： 铝芯双轴承 产品负载： 1000kgs 行走速度： 5.4 km/h 使用温度： -25°C~+70°C   产品参数 尺寸图 资料下载 平板超重型双轮： 高承载，最高负载可达1000kgs，支架底板厚度10mm，抗冲击能力强，表面采用电泳工艺 ， 胎面高品质聚氨酯，轮芯铝合金轴承，转向更顺滑，使用更长久。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                            ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ★ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 旋转 半径 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 6 "" 平板万向 JQR09210-150X50X2ALCPU010202(EC) 150 50X2 200 158 110X160 105X75/80 11 1000 - KOREAN TRANSLATED"
http://25412776.s21i.faiusr.com/2/ABUIABACGAAgta-EoQYo87KthQcwoAY4oAY!400x400.jpg," EQ033ZS 轮子直径： 40~50mm 轮子宽度： 25/28mm 胎面材质： 尼龙 胎面硬度： 80D±3 胎面颜色： 黑色 支架材质： 冲压型钢板 轮芯材质： 铝芯双轴承 产品负载： 100~200kgs 行走速度： 5.4 km/h 使用温度： -25°C~+80°C   产品参数 尺寸图 资料下载 自锁式水平调节万向轮： 低重心，高承载，即可调节水平又可刹住转向。放置设备后调整脚杯高度，依托物体下压力可锁住转向。 性能： 定制： 防腐蚀 :   ★ ★ ★ ★ ☆                                           ▶ 安装方式可定制 静音   ： ★ ★ ★ ★ ☆                                            ▶ 颜色可定制 精密   ： ★ ★ ★ ★ ★                                            ▶ 胎面硬度可定制 耐磨   ： ★ ★ ★ ★ ★ 防缠绕 :   ★ ★ ★ ★ ☆ 规格： 尺寸 安装 方式 产品型号 轮径 (mm) 轮宽 (mm) 高度 (mm) 旋转 半径 (mm) 底板 尺寸 (mm) 孔距 (mm) 孔径 (mm) 载重 （kgs） 产品 重量 （kg） 1.6 "" 平板万向 EQ03310-40*25PPTPR020101 40 25 60 48 92X92 75X75 9 100 0.81 2 "" EQ03310-50*28PPTPR020101 50 28 72 55 110X110 90X90 9 200 EQ033/ZS-PDF资料 下载 EQ033/ZS-CAD图纸 下载 EQ033/ZS-3D图纸 下载 - KOREAN TRANSLATED"
